,PC1,PC2,PC3,Target
0,0.0068884635857491255,0.9859389574466826,-0.23989414337090023,normal
1,0.7447083332524354,0.7284596966601291,0.024855666698945365,normal
2,0.0017094779633649605,0.9865093847911738,-0.2182631378854249,normal
3,0.00795571792820025,0.9864915885913766,-0.24269019977461964,normal
4,0.008803267511034754,0.9857673190873134,-0.24826526601877758,normal
5,1.023020849531147,0.6534882567567262,0.33976684842042765,normal
6,0.005018702879046869,0.3194357583459708,0.03977727487010201,normal
7,-0.10782956293914063,1.2072968960293724,-0.9219850803638702,normal
8,0.7822769486773857,0.7464708151675511,0.0961468459363704,normal
9,0.9537097638327836,0.753620904819738,0.23882355861167096,normal
10,0.8401683832098675,0.8007003838848487,0.2868307736897891,normal
11,0.8939222799680699,0.7038967730123781,0.20775628429020757,normal
12,1.0124301018365398,0.6400259308188709,0.23769112826419014,normal
13,0.02746893922111948,0.3140314561469306,-0.13008158231325456,normal
14,0.7515484984446164,0.7858884156748377,0.08957426121696313,normal
15,0.8432862312971591,0.7377392819579108,0.060619260283574936,normal
16,-0.11290666163842056,1.1961712937089446,-0.9488559798057851,normal
17,0.9531112185540996,0.7294319674974309,0.3058573648521538,normal
18,1.0617638628894406,-0.24954782681939916,-0.09275243078911445,normal
19,-0.009341894216383378,0.9860104480706579,-0.18151961356327267,normal
20,-0.5492025153347099,0.5694939954201188,-0.16555737641378804,normal
21,0.9405767157563135,-0.21223892664326596,-0.20939892931201962,normal
22,-0.4093276911949172,0.5720905323577032,-0.3237220081559058,normal
23,0.6521403252967664,0.7523528805999864,0.061325046507124295,normal
24,0.9548573497446367,-0.21100992702928117,-0.1867441455588964,normal
25,1.0144247939258386,0.7108035196038659,0.2275589853694943,normal
26,-0.015293753306216596,0.9894787754003411,-0.24733405567877914,normal
27,1.22043473048613,0.5897082185066557,0.3757126844203421,normal
28,0.009026827932833725,0.986104563879958,-0.2497002810198941,normal
29,0.7964043819476518,0.8179484941982876,0.2340066391082624,normal
30,-0.11601575812898375,1.2071612823163345,-0.8928340745590392,normal
31,0.8138274077593995,0.7358352768044732,0.10245148972470894,normal
32,0.8750794628770634,0.7665929434410046,0.13756605469930971,normal
33,-0.435392808065047,0.9549966488728191,0.8528048657317268,normal
34,-0.10782956880026758,1.2072970336912876,-0.9219854991121315,normal
35,0.7153281873986059,0.7706399436065371,0.046121127087492664,normal
36,-0.11357359096536776,1.149801424761737,-0.7183534223547154,normal
37,1.0273436997502268,-0.23322705069955765,-0.1255498880930866,normal
38,0.879106848156921,0.6605636656660485,0.14705070650430987,normal
39,0.9538610373684883,0.6434998668651092,0.27342064865741084,normal
40,1.0203557483651486,0.7191035782857875,0.35505122088525476,normal
41,1.037314227810006,0.7235390358147127,0.2212383466707827,normal
42,1.2606055668454679,0.12074778598159246,-0.052226983463999066,normal
43,1.1206752039154977,0.6284046080382939,0.27226750406938927,normal
44,1.1010025616701244,0.1737544212852883,-0.07732308287437081,normal
45,0.7842326480243726,0.758568961419625,0.14706849278358386,normal
46,1.0208776186259638,0.6294361311099709,0.31114106064666885,normal
47,-0.011661371651556071,0.9865166746450619,-0.16609308550614146,normal
48,0.7104476222624484,0.7710745647931756,0.06196687454562985,normal
49,0.9743760968904581,0.6401797437960495,0.30781633401010555,normal
50,0.6255882404180881,0.7692480418518504,-0.05027268749405301,normal
51,-0.012432448184595116,0.9903541185430892,-0.25184066856869053,normal
52,-0.11601575682651111,1.207161251724798,-0.8928339815038703,normal
53,0.9771649802311272,0.7241344099909592,0.18199679319898268,normal
54,-0.005313585747416001,0.986398834051258,-0.1941340725465534,normal
55,0.9005634892137905,0.6660668374174614,0.28638058574055053,normal
56,0.6518692778315676,0.836422486827679,0.07142822019741756,normal
57,-0.02404091299147642,0.9908347999680157,-0.21115317085519433,normal
58,0.9457144708585532,0.7135806599094118,0.23960321195095008,normal
59,0.9404202571860595,-0.21352140417877952,-0.10855808181877197,normal
60,0.8120637725425931,-0.1611943432111704,-0.23786316440278216,normal
61,0.8184292020422154,-0.16072289999793857,-0.2633100085492882,normal
62,0.5966324460790062,0.7673428744186964,0.12158846668484934,normal
