,PC1,PC2,Target
0,-0.0026252615559849723,0.9916713114878586,normal
1,0.8278514104708325,0.24310924704396245,normal
2,0.7317621264458052,0.7204201502225505,normal
3,1.4390422141073762,0.05802953933103696,normal
4,1.0530236421588157,0.736432844584437,normal
5,-0.002515276701944313,0.9917009937171892,normal
6,0.8037660943831959,0.8314959750415876,normal
7,0.7217548854682254,0.832459674493668,normal
8,-0.006327343433427374,0.9919835284272321,normal
9,0.8550187481524998,0.7770794190195925,normal
10,0.7052457617816313,0.13849073119858266,normal
11,0.7234702618589911,0.7391609010928072,normal
12,0.7418354965726459,-0.13135896577856712,normal
13,1.096993492010054,0.688413655352393,normal
14,1.0097473500637522,0.7228829620020321,normal
15,-0.019695923159240163,0.9944830736348982,normal
16,-0.11594331819446739,1.1429166555638464,normal
17,-0.02793501443722835,0.9913921870328691,normal
18,0.8815472057295008,0.7854699751517518,normal
19,0.9409575233001937,0.6808255750916755,normal
20,0.7485543978504847,-0.1280728184010583,normal
21,-0.0013541509210482953,0.9914896783430832,normal
22,0.9456730423133433,0.6629542413092634,normal
23,1.2906696442464964,0.5642949968755595,normal
24,0.988384723186981,0.6638395211693903,normal
25,-0.028975057147127187,0.9955421080937168,normal
26,0.8079229181805904,-0.15027227451323963,normal
27,-0.022700881601037316,0.9958588425561602,normal
28,1.148926923935723,0.6101309725758544,normal
29,1.224766047540482,0.10191923039671968,normal
30,0.8097123462340431,0.782701913106939,normal
31,-0.00939872817985361,0.9915826712668536,normal
32,1.1446091752447196,0.1578197218618391,normal
33,-0.04469367364052496,0.9962662910064818,normal
34,0.8602608543333088,0.8212871741583154,normal
35,0.9845774753677676,0.6707340053842143,normal
36,0.7583230713731645,0.828240843809661,normal
37,-0.032757592436311066,0.9960784680207543,normal
38,1.2277349401213558,0.6460955883398612,normal
39,1.186277811706327,0.7029706153601589,normal
40,-0.004477773792662821,0.9919767395294798,normal
41,1.0918955965963952,0.635514251231174,normal
42,1.1643969430601895,0.14831749195368954,normal
43,0.7687809240302486,-0.13391766840713598,normal
44,0.8997355298005634,0.6913293797730421,normal
45,0.8814410099052736,0.6718660557448336,normal
46,-0.010376185127457008,0.9922056619968732,normal
47,0.692340368946554,0.7356141675883765,normal
48,-0.5306869431523296,0.5726329101129771,normal
49,1.216047262139949,0.6454305745057448,normal
50,0.8482321367366155,-0.15912230492982782,normal
51,-0.012581421258954053,0.9921783331081117,normal
52,-0.46349620162611904,0.5794803678984076,normal
53,-0.03131532743018692,0.9945938252476677,normal
54,1.3414180717792639,0.06966303515315503,normal
55,1.080649222662791,-0.2452354951184468,normal
56,1.015359068326127,0.7245818069202862,normal
57,1.2365628606828694,0.5558252047428363,normal
58,1.1393493719211394,0.666420093085028,normal
59,-0.44340777102459994,0.5805635434497088,normal
60,0.0038312564532249883,0.9919712498471956,normal
61,-0.001307256070660411,0.9913268540801764,normal
62,-0.03191244109960472,0.9985618449881116,normal
63,0.6852507451987204,0.7559128203763981,normal
64,-0.0009525250071029402,0.3247484204237376,normal
65,0.9149255562008007,0.6943754717958792,normal
66,0.8759720141588054,0.7052010880192228,normal
67,0.9894433181863441,0.7528648333255716,normal
68,0.7990307914862138,-0.1455282156518157,normal
69,0.9105460258617746,-0.1839095531357088,normal
70,-0.12411468760880057,1.1426894834143504,normal
71,-0.008732203204564262,0.9919638375672646,normal
72,0.9742670705655658,0.6749502520922224,normal
73,0.7705722612711924,0.7724533206303851,normal
74,-0.03269112834259512,0.9926902684586223,normal
75,1.2486104960257565,0.6829828012535472,normal
76,1.0123496838508088,0.6213973003004158,normal
77,1.0146696855356967,-0.23109674355303522,normal
78,0.9919699430742794,0.7479943809305943,normal
79,0.9024218730920974,0.6701950598188011,normal
80,-0.12153805703527815,1.1328858993912037,normal
81,0.890222005429362,0.6786807429282876,normal
82,-0.2816056162078592,0.9597638170235651,normal
83,1.2525419255618253,0.11952454573055846,normal
84,1.0331266053609083,0.6337281168707265,normal
85,-0.12411470509310622,1.142689863064308,normal
86,0.9423854791508179,0.6775849368152841,normal
87,0.7795784010776979,0.7192378393655725,normal
88,1.087551997438562,0.7006733122488398,normal
89,0.8369003893754383,0.7094749481818534,normal
90,-0.010416243510602531,0.9921307911873705,normal
91,0.9634736123996785,0.6667593096452841,normal
92,-0.00258778677632671,0.991778561196815,normal
93,0.7331491101987139,0.7472784811209862,normal
94,1.001377116338326,0.7335173256157215,normal
95,0.5595818154152113,0.7936683464337426,normal
96,0.7712245178920474,-0.1398863971818704,normal
97,1.0183888487654718,-0.2512401732636439,normal
98,0.9040156990309893,0.7376448558338712,normal
99,0.7290122384214984,0.7355083256528886,normal
100,0.9034780247932137,0.7733985958986593,normal
101,0.6756384277800643,0.7995230004642906,normal
102,0.8487117878273027,0.6823513133671899,normal
103,0.6640223906924734,0.7693088608477759,normal
104,0.8204235145565609,-0.15507290522640763,normal
105,0.973342852365763,0.7807451926411406,normal
106,1.035170653599692,0.6328637260782147,normal
107,0.8832386593660032,0.6881164937352492,normal
108,0.9184824631964738,0.7791499927467226,normal
109,0.952644484615697,0.6466958047725216,normal
110,0.7716817451943221,0.7046027888812182,normal
111,0.7596811960237065,0.7363233882193686,normal
112,-0.12411473983237531,1.1426897368624187,normal
113,-0.04875568284616677,0.9967801828933984,normal
114,-0.0022763370862984287,0.992014372592003,normal
115,-0.0010359676573716314,0.990289821681815,normal
116,0.843852586711822,0.715723674687958,normal
117,-0.02853293838850613,0.996039543946731,normal
118,0.5996357316946287,0.7861930641875593,normal
119,-0.021635336084267782,0.998201451919763,normal
120,-0.4374436958561643,0.5831288554351944,normal
121,-0.12411469292265914,1.1426895987981622,normal
122,-0.12411473691830013,1.1426896735873944,normal
123,0.8238134086135804,0.7102773482024451,normal
124,-0.02112308977462074,0.9915796615616949,normal
125,0.720398797087281,0.8342941903963542,normal
126,0.8166864109479681,-0.15635597589041664,normal
127,0.9638813837639509,0.7481645214105178,normal
128,-0.5459441162185275,0.5764882973313057,normal
129,-0.03198114018322434,0.9982603325126584,normal
130,-0.0064084416880396495,0.991754585259089,normal
131,-0.12411473537555441,1.142689640088852,normal
132,1.0021776679204766,0.18345290102392667,normal
133,-0.4186819605801997,0.5738138821174036,normal
